distractor,target,set,ans1,ans2,ans,total_experiment_thisRepN,total_experiment_thisTrialN,total_experiment_thisN,total_experiment_thisIndex,flanker_thisRepN,flanker_thisTrialN,flanker_thisN,flanker_thisIndex,stroop_thisRepN,stroop_thisTrialN,stroop_thisN,stroop_thisIndex,conjunction_thisRepN,conjunction_thisTrialN,conjunction_thisN,conjunction_thisIndex,conj_ins_loop_thisRepN,conj_ins_loop_thisTrialN,conj_ins_loop_thisN,conj_ins_loop_thisIndex,conj_prac_loop_thisRepN,conj_prac_loop_thisTrialN,conj_prac_loop_thisN,conj_prac_loop_thisIndex,conj_block_thisRepN,conj_block_thisTrialN,conj_block_thisN,conj_block_thisIndex,conj_main_loop_thisRepN,conj_main_loop_thisTrialN,conj_main_loop_thisN,conj_main_loop_thisIndex,conj_block_ins_thisRepN,conj_block_ins_thisTrialN,conj_block_ins_thisN,conj_block_ins_thisIndex,fl_ins_rep_thisRepN,fl_ins_rep_thisTrialN,fl_ins_rep_thisN,fl_ins_rep_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_prac_exp_thisRepN,flanker_prac_exp_thisTrialN,flanker_prac_exp_thisN,flanker_prac_exp_thisIndex,fl_block_thisRepN,fl_block_thisTrialN,fl_block_thisN,fl_block_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,flanker_block_ins_thisRepN,flanker_block_ins_thisTrialN,flanker_block_ins_thisN,flanker_block_ins_thisIndex,st_ins_loop_thisRepN,st_ins_loop_thisTrialN,st_ins_loop_thisN,st_ins_loop_thisIndex,stroop_prac_loop_thisRepN,stroop_prac_loop_thisTrialN,stroop_prac_loop_thisN,stroop_prac_loop_thisIndex,st_block_thisRepN,st_block_thisTrialN,st_block_thisN,st_block_thisIndex,stroop_main_loop_thisRepN,stroop_main_loop_thisTrialN,stroop_main_loop_thisN,stroop_main_loop_thisIndex,stroop_block_ins_thisRepN,stroop_block_ins_thisTrialN,stroop_block_ins_thisN,stroop_block_ins_thisIndex,image_8_started,start_wait_started,key_resp_9_started,key_resp_9_keys,key_resp_9_rt,key_resp_9_duration,key_resp_5_keys,key_resp_5_rt,key_resp_5_duration,image_11_started,ins_rep_img_2_started,image_9_started,back_started,main_prac,task_type,st_back_2_started,st_ans,st_res,st_corr,st_rt,st2_resp_2_keys,st2_resp_2_corr,mainback_2_started,mouse_started,image_10_started,key_resp_4_keys,key_resp_4_rt,key_resp_4_duration,mouse_x,mouse_y,mouse_leftButton,mouse_midButton,mouse_rightButton,contineu_block_started,key_resp_10_started,key_resp_10_keys,key_resp_10_rt,key_resp_10_duration,next_game_img_started,next_game_key_started,next_game_key_keys,next_game_key_rt,next_game_key_duration,fl_inst_resp_keys,fl_inst_resp_rt,fl_inst_resp_duration,image_4_started,image_5_started,image_6_started,back_2_started,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fix_fl_started,j_button_started,k_button_started,l_button_started,targ_started,fix_fl_stopped,fl_ans,fl_res,fl_corr,fl_rt,j_button2_started,k_button2_started,l_button2_started,j_button2_stopped,k_button2_stopped,l_button2_stopped,backimg_started,fl_prac_text_started,fl_prac_key_started,fl_prac_key_keys,fl_prac_key_rt,fl_prac_key_duration,mainback_started,mouse_6_started,image_7_started,key_resp_keys,key_resp_rt,key_resp_duration,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,j_button2_2_started,j_button2_2_stopped,k_button2_2_started,k_button2_2_stopped,l_button2_2_started,l_button2_2_stopped,contineu_img_started,key_resp_8_started,key_resp_8_keys,key_resp_8_rt,key_resp_8_duration,key_resp_3_keys,key_resp_3_rt,key_resp_3_duration,image_started,ins_rep_img_started,back_stopped,st_back_started,st2_resp_keys,st2_resp_corr,text_started,id_,age,order,sex,flanker,stroop,conjunction,test_mode,date,expName,psychopyVersion,frameRate
positive,positive,1,l,j,NaN,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,8,62,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,flanker,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,1,1,1,positive,positive,1466.00188649999,1466.00188649999,1466.00188649999,1466.00188649999,1466.9998089,1467.02479319996,j,j,1,2.26467440003762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,1469.25744239998,1470.28334189998,1469.25744239998,1470.28334189998,1469.25744239998,1470.28334189998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,999,5,f,yes,yes,yes,no,2023-09-17_13h04.19.189,all_task_Ver_0825,2023.1.3,60.1493990876801
neutral,negative,1,j,l,NaN,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,9,63,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,flanker,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,2,2,1,neutral,negative,1470.28334189998,1470.28334189998,1470.28334189998,1470.28334189998,1471.26712049998,1471.29154199996,l,j,0,2.0480147000053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,1473.3243182,1474.3336983,1473.3243182,1474.3336983,1473.3243182,1474.3336983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,999,5,f,yes,yes,yes,no,2023-09-17_13h04.19.189,all_task_Ver_0825,2023.1.3,60.1493990876801
neutral,positive,2,l,j,NaN,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,10,64,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,flanker,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,1,1,2,neutral,positive,1474.3336983,1474.3336983,1474.3336983,1474.3336983,1475.31724509998,1475.34106329997,j,j,1,1.34767330001341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,1476.68504759995,1476.68504759995,1476.68504759995,1476.68504759995,1476.68504759995,1476.68504759995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,999,5,f,yes,yes,yes,no,2023-09-17_13h04.19.189,all_task_Ver_0825,2023.1.3,60.1493990876801
positive,negative,2,j,l,NaN,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,11,65,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,flanker,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,1,1,2,positive,negative,1476.68504759995,1476.68504759995,1476.68504759995,1476.68504759995,1477.68395169999,1477.70894129999,l,l,1,1.2840233000461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,1478.96881239995,1478.96881239995,1478.96881239995,1478.96881239995,1478.96881239995,1478.96881239995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,999,5,f,yes,yes,yes,no,2023-09-17_13h04.19.189,all_task_Ver_0825,2023.1.3,60.1493990876801
positive,neutral,2,k,k,NaN,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,12,66,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,flanker,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,1,1,2,positive,neutral,1478.96881239995,1478.96881239995,1478.96881239995,1478.96881239995,1479.96726179996,1479.9915225,k,k,1,1.43124999996508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,1481.4022673,1481.4022673,1481.4022673,1481.4022673,1481.4022673,1481.4022673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,999,5,f,yes,yes,yes,no,2023-09-17_13h04.19.189,all_task_Ver_0825,2023.1.3,60.1493990876801
negative,positive,2,l,j,NaN,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,13,67,14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,flanker,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,1,1,2,negative,positive,1481.4022673,1481.4022673,1481.4022673,1481.4022673,1482.40071929997,1482.42488409998,j,j,1,1.48109549999936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,1483.88581849996,1483.88581849996,1483.88581849996,1483.88581849996,1483.88581849996,1483.88581849996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,999,5,f,yes,yes,yes,no,2023-09-17_13h04.19.189,all_task_Ver_0825,2023.1.3,60.1493990876801
negative,positive,1,l,j,NaN,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,14,68,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,flanker,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,2,2,1,negative,positive,1483.88581849996,1483.88581849996,1483.88581849996,1483.88581849996,1484.88420789997,1484.90883849998,j,j,1,1.4835458000307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,1486.36929569999,1486.36929569999,1486.36929569999,1486.36929569999,1486.36929569999,1486.36929569999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,999,5,f,yes,yes,yes,no,2023-09-17_13h04.19.189,all_task_Ver_0825,2023.1.3,60.1493990876801
negative,negative,2,j,l,NaN,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,15,69,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,flanker,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,2,2,2,negative,negative,1486.36929569999,1486.36929569999,1486.36929569999,1486.36929569999,1487.36798589997,1487.39148579998,l,j,0,1.2652972000069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,1488.63571129995,1489.65248649998,1488.63571129995,1489.65248649998,1488.63571129995,1489.65248649998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,999,5,f,yes,yes,yes,no,2023-09-17_13h04.19.189,all_task_Ver_0825,2023.1.3,60.1493990876801
neutral,neutral,1,k,k,NaN,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,16,70,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,flanker,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,1,1,1,neutral,neutral,1489.65248649998,1489.65248649998,1489.65248649998,1489.65248649998,1490.65152899997,1490.67536199995,k,k,1,1.16536980000092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,1491.82005609997,1491.82005609997,1491.82005609997,1491.82005609997,1491.82005609997,1491.82005609997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,999,5,f,yes,yes,yes,no,2023-09-17_13h04.19.189,all_task_Ver_0825,2023.1.3,60.1493990876801
negative,neutral,1,k,k,NaN,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,3,17,71,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,flanker,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,1,1,1,negative,neutral,1491.82005609997,1491.82005609997,1491.82005609997,1491.82005609997,1492.81865149998,1492.8431609,k,k,1,1.71524029999273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,1494.53626879997,1494.53626879997,1494.53626879997,1494.53626879997,1494.53626879997,1494.53626879997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,999,5,f,yes,yes,yes,no,2023-09-17_13h04.19.189,all_task_Ver_0825,2023.1.3,60.1493990876801
negative,negative,1,j,l,NaN,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,0,72,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,flanker,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,2,2,1,negative,negative,1494.53626879997,1494.53626879997,1494.53626879997,1494.53626879997,1495.53485709999,1495.5587768,l,l,1,2.11612790002255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,1497.65286129998,1498.66804139997,1497.65286129998,1498.66804139997,1497.65286129998,1498.66804139997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,999,5,f,yes,yes,yes,no,2023-09-17_13h04.19.189,all_task_Ver_0825,2023.1.3,60.1493990876801
positive,positive,1,l,j,NaN,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,1,73,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,flanker,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,2,2,1,positive,positive,1498.66804139997,1498.66804139997,1498.66804139997,1498.66804139997,1499.65161179996,1499.67662389996,j,j,1,1.26676230004523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,1500.93661969999,1500.93661969999,1500.93661969999,1500.93661969999,1500.93661969999,1500.93661969999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,999,5,f,yes,yes,yes,no,2023-09-17_13h04.19.189,all_task_Ver_0825,2023.1.3,60.1493990876801
positive,negative,1,j,l,NaN,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,2,74,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,flanker,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,2,2,1,positive,negative,1500.93661969999,1500.93661969999,1500.93661969999,1500.93661969999,1501.93557929998,1501.95995549997,l,l,1,1.28061449999223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,1503.21878589998,1503.21878589998,1503.21878589998,1503.21878589998,1503.21878589998,1503.21878589998,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,999,5,f,yes,yes,yes,no,2023-09-17_13h04.19.189,all_task_Ver_0825,2023.1.3,60.1493990876801
positive,positive,2,l,j,NaN,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,3,75,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,flanker,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,1,1,2,positive,positive,1503.21878589998,1503.21878589998,1503.21878589998,1503.21878589998,1504.2189329,1504.24328589998,j,j,1,2.11450959998183,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,1506.33631469996,1507.35287399997,1506.33631469996,1507.35287399997,1506.33631469996,1507.35287399997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,999,5,f,yes,yes,yes,no,2023-09-17_13h04.19.189,all_task_Ver_0825,2023.1.3,60.1493990876801
neutral,negative,2,j,l,NaN,1,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,4,4,76,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,main,flanker,NaN,,,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,NaN,,,NaN,,NaN,NaN,NaN,NaN,1,1,2,neutral,negative,1507.35287399997,1507.35287399997,1507.35287399997,1507.35287399997,1508.35260499996,1508.377278,l,l,1,1.17998799995985,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,NaN,NaN,1509.53586040001,1509.53586040001,1509.53586040001,1509.53586040001,1509.53586040001,1509.53586040001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,301,999,5,f,yes,yes,yes,no,2023-09-17_13h04.19.189,all_task_Ver_0825,2023.1.3,60.1493990876801
